parents,designation,sku,etat_intitule,name,etat,Regula_price,photo,diameter,width,length,Poids,Epaisseur,Diameter_Largrue_Cote,Longueur,Categories,Tags,Stock,"Sold individually?","Attribute 0 name","Attribute 0 value(s)","Attribute 0 global","Attribute 1 name","Attribute 1 value(s)","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 global"
"Aciers Inoxydables",Z16Cn1702,66580,"En Stock","1.4057 (431)   375x93  TRAITE",1,9.13,,35,42,162,2,35,42,162,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,35,1,Diameter/Largrue/Cote,42,1,Longueur,162,1
"Aciers Inoxydables",Z16Cn1702,66581,"En Stock","1.4057 (431)   375x93  TRAITE",1,15.51,,23,95,180,3.4,23,95,180,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,23,1,Diameter/Largrue/Cote,95,1,Longueur,180,1
"Aciers Outils",40CMD8TrS,66582,"En Stock","40CMD8 TR+S EP  85 FORMAT LIBRE",1,2.20,,10,85,160,1.6,10,85,160,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3330,1,Epaisseur,10,1,Diameter/Largrue/Cote,85,1,Longueur,160,1
"Aciers Inoxydables",Z16Cn1702,66584,"En Stock","1.4057 (431)   375x93  TRAITE",1,26.46,,30,44,498,5.8,30,44,498,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4613,1,Epaisseur,30,1,Diameter/Largrue/Cote,44,1,Longueur,498,1
"Aciers Inoxydables",Z16Cn1702,66585,"En Stock","1.4057 (431)   375x93  TRAITE",1,5.93,,22,40,160,1.3,22,40,160,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4613,1,Epaisseur,22,1,Diameter/Largrue/Cote,40,1,Longueur,160,1
"Aciers Inoxydables",Z16Cn1702,66590,"En Stock","1.4057 (431)   375x93  TRAITE",1,9.13,,35,40,165,2,35,40,165,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4302,1,Epaisseur,35,1,Diameter/Largrue/Cote,40,1,Longueur,165,1
"Aciers Inoxydables",Z16Cn1702,66591,"En Stock","1.4057 (431)   375x93  TRAITE",1,5.93,,20,40,165,1.3,20,40,165,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4613,1,Epaisseur,20,1,Diameter/Largrue/Cote,40,1,Longueur,165,1
"Aciers Inoxydables",Z16Cn1702,66592,"En Stock","1.4057 (431)   375x93  TRAITE",1,2.74,,18,40,90,0.6,18,40,90,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4613,1,Epaisseur,18,1,Diameter/Largrue/Cote,40,1,Longueur,90,1
"Aciers Inoxydables",Z16Cn1702,66593,"En Stock","1.4057 (431)   375x93  TRAITE",1,9.13,,35,40,160,2,35,40,160,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4802,1,Epaisseur,35,1,Diameter/Largrue/Cote,40,1,Longueur,160,1
"Aciers de Construction et Alliés",XC48,66594,"En Stock","XC48 EP  80",1,0.82,,25,35,120,0.9,25,35,120,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D4286,1,Epaisseur,25,1,Diameter/Largrue/Cote,35,1,Longueur,120,1
"Aciers de Construction et Alliés",XC48,66595,"En Stock","XC48 PLAQUE EP 150 FORMAT LIBRE",1,2.28,,35,65,150,3,35,65,150,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,,1,Epaisseur,35,1,Diameter/Largrue/Cote,65,1,Longueur,150,1
"Aciers Inoxydables",Z16Cn1702,66597,"En Stock","1.4057 (431)   375x93  TRAITE",1,15.51,,18,40,500,3.4,18,40,500,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4613,1,Epaisseur,18,1,Diameter/Largrue/Cote,40,1,Longueur,500,1
"Aciers Inoxydables",Z16Cn1702,66598,"En Stock","1.4057 (431)   375x93  TRAITE",1,2.74,,15,40,90,0.6,15,40,90,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,15,1,Diameter/Largrue/Cote,40,1,Longueur,90,1
"Aciers Inoxydables",Z16Cn1702,66599,"En Stock","1.4057 (431)   375x93  TRAITE",1,2.74,,18,40,90,0.6,18,40,90,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,18,1,Diameter/Largrue/Cote,40,1,Longueur,90,1
"Aciers Outils",40CMD8TrS,66600,"En Stock","P20 EP 150",1,1.14,,12,80,80,0.8,12,80,80,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D2968,1,Epaisseur,12,1,Diameter/Largrue/Cote,80,1,Longueur,80,1
"Aciers Inoxydables",Z16Cn1702,66602,"En Stock","1.4057 (431)   375x93  TRAITE",1,1.83,,10,40,95,0.4,10,40,95,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4613,1,Epaisseur,10,1,Diameter/Largrue/Cote,40,1,Longueur,95,1
"Aciers de Construction et Alliés",XC48,66610,"En Stock","XC48 PLAQUE EP  90 FORMAT LIBRE",1,2.68,,45,90,90,3.2,45,90,90,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D3437,1,Epaisseur,45,1,Diameter/Largrue/Cote,90,1,Longueur,90,1
"Aciers Inoxydables",304L,66622,"En Stock","304L  D 300 LAMINE   CO",1,61.85,,300,0,18,14.9,0,300,18,"Aciers Inoxydables>304L",Rond,1,1,Format,Rond,1,AFNOR,Z3CN19-11,1,Euronorme,X2CrNi19-11,1,NF,,1,AISI,304L,1,DIN,X2CrNi19-11,1,Werskstoff,1-4307,1,CCPU,D4761,1,Epaisseur,0,1,Diameter/Largrue/Cote,300,1,Longueur,18,1
"Aciers Outils",40CMD8TrS,66623,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,9.90,,60,110,120,7.2,60,110,120,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,60,1,Diameter/Largrue/Cote,110,1,Longueur,120,1
"Aciers de Construction et Alliés",XC48,66633,"En Stock","XC48 PLAQUE EP  90 FORMAT LIBRE",1,2.26,,35,70,125,2.7,35,70,125,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D3437,1,Epaisseur,35,1,Diameter/Largrue/Cote,70,1,Longueur,125,1
"Aciers Outils",40CMD8TrS,66651,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,7.01,,70,85,100,5.1,70,85,100,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,70,1,Diameter/Largrue/Cote,85,1,Longueur,100,1
"Aciers Inoxydables",Z16Cn1702,66653,"En Stock","1.4057 (431)   375x93  TRAITE",1,2.28,,15,40,90,0.5,15,40,90,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4613,1,Epaisseur,15,1,Diameter/Largrue/Cote,40,1,Longueur,90,1
"Aciers Inoxydables",Z16Cn1702,66659,"En Stock","1.4057 (431)   375x93  TRAITE",1,2.28,,15,40,90,0.5,15,40,90,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,15,1,Diameter/Largrue/Cote,40,1,Longueur,90,1
"Aciers Inoxydables",Z16Cn1702,66662,"En Stock","1.4057 (431)   375x93  TRAITE",1,7.76,,5,90,400,1.7,5,90,400,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4802,1,Epaisseur,5,1,Diameter/Largrue/Cote,90,1,Longueur,400,1
"Aciers Inoxydables",Z16Cn1702,66666,"En Stock","1.4057 (431)   375x93  TRAITE",1,9.58,,8,45,500,2.1,8,45,500,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4802,1,Epaisseur,8,1,Diameter/Largrue/Cote,45,1,Longueur,500,1
"Aciers Inoxydables",Z16Cn1702,66672,"En Stock","1.4057 (431)   375x93  TRAITE",1,4.11,,15,50,135,0.9,15,50,135,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4802,1,Epaisseur,15,1,Diameter/Largrue/Cote,50,1,Longueur,135,1
"Aciers Outils",40CMD8TrS,66676,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,4.13,,45,70,100,3,45,70,100,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,45,1,Diameter/Largrue/Cote,70,1,Longueur,100,1
"Aciers Outils",40CMD8TrS,66678,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.44,,40,65,115,2.5,40,65,115,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,40,1,Diameter/Largrue/Cote,65,1,Longueur,115,1
"Aciers de Construction et Alliés",XC48,66680,"En Stock","XC48 PLAQUE EP  90 FORMAT LIBRE",1,2.01,,25,85,120,2.4,25,85,120,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D3437,1,Epaisseur,25,1,Diameter/Largrue/Cote,85,1,Longueur,120,1
"Aciers Outils",40CMD8TrS,66682,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.30,,35,70,120,2.4,35,70,120,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,35,1,Diameter/Largrue/Cote,70,1,Longueur,120,1
"Aciers Outils",40CMD8TrS,66683,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.30,,40,65,115,2.4,40,65,115,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,40,1,Diameter/Largrue/Cote,65,1,Longueur,115,1
"Aciers Outils",40CMD8TrS,66684,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,8.53,,35,60,370,6.2,35,60,370,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,35,1,Diameter/Largrue/Cote,60,1,Longueur,370,1
"Aciers Inoxydables",Z16Cn1702,66685,"En Stock","431  D 150  LAMINE CO",1,10.46,,150,0,22,3.1,0,150,22,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4305,1,Epaisseur,0,1,Diameter/Largrue/Cote,150,1,Longueur,22,1
"Aciers Outils",Z38CDV5,66688,"En Stock","Z38CDV5 PLAQUE EP 112",1,21.78,,40,85,152,4.4,40,85,152,"Aciers Outils>Z38CDV5",Plat,1,1,Format,Plat,1,AFNOR,Z38CDV5,1,Euronorme,X38CrMoV5,1,NF,A35-590,1,AISI,H11,1,DIN,X38CrMoV5-1,1,Werskstoff,1-2343,1,CCPU,C0807,1,Epaisseur,40,1,Diameter/Largrue/Cote,85,1,Longueur,152,1
"Aciers Outils",40CMD8TrS,66689,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.99,,25,120,120,2.9,25,120,120,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,25,1,Diameter/Largrue/Cote,120,1,Longueur,120,1
"Aciers Outils",40CMD8TrS,66690,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,8.53,,35,60,370,6.2,35,60,370,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,35,1,Diameter/Largrue/Cote,60,1,Longueur,370,1
"Aciers Outils",Z38CDV5,66691,"En Stock","Z38CDV5 PLAQUE EP 112",1,43.07,,40,145,170,8.7,40,145,170,"Aciers Outils>Z38CDV5",Plat,1,1,Format,Plat,1,AFNOR,Z38CDV5,1,Euronorme,X38CrMoV5,1,NF,A35-590,1,AISI,H11,1,DIN,X38CrMoV5-1,1,Werskstoff,1-2343,1,CCPU,C0807,1,Epaisseur,40,1,Diameter/Largrue/Cote,145,1,Longueur,170,1
"Aciers Inoxydables",Z16Cn1702,66692,"En Stock","1.4057 (431)   375x93  TRAITE",1,10.04,,8,50,500,2.2,8,50,500,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4802,1,Epaisseur,8,1,Diameter/Largrue/Cote,50,1,Longueur,500,1
"Aciers Outils",40CMD8TrS,66693,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.16,,35,65,115,2.3,35,65,115,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,35,1,Diameter/Largrue/Cote,65,1,Longueur,115,1
"Aciers Outils",40CMD8TrS,66695,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.10,,35,40,75,0.8,35,40,75,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,35,1,Diameter/Largrue/Cote,40,1,Longueur,75,1
"Aciers Outils",40CMD8TrS,66700,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,2.34,,30,60,105,1.7,30,60,105,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,30,1,Diameter/Largrue/Cote,60,1,Longueur,105,1
"Aciers Outils",40CMD8TrS,66701,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.38,,23,50,102,1,23,50,102,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,23,1,Diameter/Largrue/Cote,50,1,Longueur,102,1
"Aciers Outils",40CMD8TrS,66702,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.24,,35,40,75,0.9,35,40,75,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,35,1,Diameter/Largrue/Cote,40,1,Longueur,75,1
"Aciers Outils",40CMD8TrS,66703,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.51,,25,60,86,1.1,25,60,86,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,25,1,Diameter/Largrue/Cote,60,1,Longueur,86,1
"Aciers Outils",40CMD8TrS,66709,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.44,,40,60,115,2.5,40,60,115,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,40,1,Diameter/Largrue/Cote,60,1,Longueur,115,1
"Aciers Outils",40CMD8TrS,66710,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,4.13,,45,70,102,3,45,70,102,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,45,1,Diameter/Largrue/Cote,70,1,Longueur,102,1
"Aciers Outils",40CMD8TrS,66718,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,0.83,,25,35,85,0.6,25,35,85,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,25,1,Diameter/Largrue/Cote,35,1,Longueur,85,1
"Aciers Outils",40CMD8TrS,66722,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,0.55,,8,40,100,0.4,8,40,100,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,8,1,Diameter/Largrue/Cote,40,1,Longueur,100,1
"Aciers Outils",40CMD8TrS,66723,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.99,,25,25,525,2.9,25,25,525,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,25,1,Diameter/Largrue/Cote,25,1,Longueur,525,1
"Aciers Outils",40CMD8TrS,66725,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,0.96,,25,30,85,0.7,25,30,85,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,25,1,Diameter/Largrue/Cote,30,1,Longueur,85,1
"Aciers Outils",Z160CDV12,66726,"En Stock","Z160CDV12 EP  72",1,2.13,,28,45,64,0.7,28,45,64,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,28,1,Diameter/Largrue/Cote,45,1,Longueur,64,1
"Aciers Inoxydables",Z16Cn1702,66731,"En Stock","1.4057 (431)   375x93  TRAITE",1,2.74,,15,30,140,0.6,15,30,140,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4802,1,Epaisseur,15,1,Diameter/Largrue/Cote,30,1,Longueur,140,1
"Aciers Inoxydables",Z16Cn1702,66735,"En Stock","1.4057 (431)   375x93  TRAITE",1,1.83,,10,40,95,0.4,10,40,95,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,10,1,Diameter/Largrue/Cote,40,1,Longueur,95,1
"Aciers Outils",40CMD8TrS,66737,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,3.44,,20,25,525,2.5,20,25,525,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,20,1,Diameter/Largrue/Cote,25,1,Longueur,525,1
"Aciers Inoxydables",304L,66746,"En Stock","304L  D 300 LAMINE   CO",1,141.14,,300,0,60,34,0,300,60,"Aciers Inoxydables>304L","Ebauche / Tube / Couronne : Carre",1,1,Format,"Ebauche / Tube / Couronne : Carre",1,AFNOR,Z3CN19-11,1,Euronorme,X2CrNi19-11,1,NF,,1,AISI,304L,1,DIN,X2CrNi19-11,1,Werskstoff,1-4307,1,CCPU,D4761,1,Epaisseur,0,1,Diameter/Largrue/Cote,300,1,Longueur,60,1
Aluminium,AG4.5,66759,"En Stock","5083  EP  40",1,28.28,,40,145,230,3.6,40,145,230,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,NH16581,1,Epaisseur,40,1,Diameter/Largrue/Cote,145,1,Longueur,230,1
Aluminium,AG4.5,66760,"En Stock","5083  EP  40",1,28.28,,40,145,230,3.6,40,145,230,Aluminium>AG4.5,Plat,1,1,Format,Plat,1,AFNOR,AG4-5,1,Euronorme,ENAW-5083,1,NF,A02-104,1,AISI,5083,1,DIN,A1MQ4-5Mn0-7,1,Werskstoff,3-3547,1,CCPU,NH16581,1,Epaisseur,40,1,Diameter/Largrue/Cote,145,1,Longueur,230,1
"Aciers Outils",40CMD8TrS,66780,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.93,,10,55,220,1.4,10,55,220,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3316,1,Epaisseur,10,1,Diameter/Largrue/Cote,55,1,Longueur,220,1
